author,content,date,id,location,title,url
Staff Reporter,"The annual brahmotsavams of Lord Varasiddhi Vinayaka Swamy temple at Kanipakam near Chittoor, scheduled from Aug. 22 to September 11, will be a low-key affair and will be held in strict adherence to COVID-19 guidelines, officials said. Collector Narayana Bharat Gupta and SP S. Senthil Kumar, who reviewed the arrangements for the brahmotsavams at Kanipakam on Saturday, told reporters that the traditional event of gramotsavam would not be performed due to the pandemic, but the rituals would be performed inside the temple premises. On Vinayaka Chavithi Day (August 22), steps would be taken to strictly limit the number of devotees, including the VIPs, to below 4,000.",2020-08-09,TH32307969,CHITTOOR,Kanipakam Brahmotsavams to be held from August 22,https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/kanipakam-brahmotsavams-to-be-held-from-august-22/article32307969.ece
Staff Reporter,"The forest personnel of Bhakarapet range of Tirupati wildlife circle on Saturday took two elderly persons into custody on charges of hunting a wild boar at the forest fringe hamlet of Mylavandlapalle of Chinnagottigallu mandal, and launched search for others allegedly involved in the poaching. According to the forest officials of the Chamla valley range, acting on a tip-off, a team of forest staff rushed to an agriculture field abutting the forests of Devarakonda in the early hours of Saturday. Seeing the officials, many group members fled, while two elderly persons were apprehended along with the carcass of a wild boar weighing around 100 kg. Forest Range Officer Pattabhi said that the carcass was sent to the veterinary clinic of the area for autopsy. A case has been registered.",2020-08-09,TH32307968,CHITTOOR,Two held for hunting wild boar,https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/two-held-for-hunting-wild-boar/article32307968.ece
Special Correspondent,"At least 15 more patients, eight in SPSR Nellore district and seven in Prakasam, succumbed to the viral disease in the last 24 hours. With this, the death toll due to pandemic rose to 100 in Prakasam and 91 in SPSR Nellore, according to a health bulletin released by the State government on Saturday night. There was no let-up in the incidence of coronavirus in Nellore district as 878 more patients tested positive taking the count to 13,043. Meanwhile, as many as 413 patients were discharged from COVID-19 hospitals in the district thereby bringing the number of active cases down to 6,654. Seven of the recovered patients donated plasma as the health authorities in the district made a modest beginning in providing plasma therapy to patients. Two of the four patients who were provided plasma therapy responded well to the treatment, health officials said. District Collector K.V.N. Chakaradhar Babu reviewed the health situation with the representatives of private medical hospitals and asked the health officials to contact each of the over 6,300 recovered patients. Those who had recovered in a month or so could be ideal persons for donating plasma, he pointed out. Encouraging people to come forward to donate, he said one could save lives of two others by donating plasma. In Prakasam district, 512 more contracted the disease while 265 patients were discharged from hospitals. The cumulative cases stood at 8,235 of which, the number of active cases was 3,121. The disease continued to spread to remote places in Prakasam district with Ongole accounting for 63 fresh cases. New cases also came from Korisapadu(22), Kumarole (20), V.V.Palem(17), Cumbum(14), Podili(12), Lingasamudram(9),Ponalur(7), Tripurantakam(6),Ulavapadu(5), N.G.Padu(4), Martur(4) and Tallur(4).",2020-08-09,TH32307972,ONGOLE/NELLORE,Authorities begin plasma therapy in Nellore,https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/authorities-begin-plasma-therapy-in-nellore/article32307972.ece
Special Correspondent,"The inflows into Srisailam reservoir increased significantly in the last three days, and at 6 p.m. on Saturday, it stood at 98,765 cusecs, while Telangana Power House was consuming 38,140 cusecs and the total storage stood at 79.8 tmcft against a capacity of 215.8 tmcft. The water level was 849.9 ft against 885 feet at Full Reservoir Level. Good rains in Karnataka and Maharashtra saw Jurala project discharging 1.97 lakh cusecs from spillway and 21,828 cusecs from powerhouse. Arrivals at Srisailam too will increase in the next two days. With Telangana continuously producing power for several days, water level remained much below from where Rayalaseema can get its share.",2020-08-09,TH32307977,KURNOOL,Srisailam reservoir swells,https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/srisailam-reservoir-swells/article32307977.ece
Staff Reporter,"Rajamahendravaram MP M. Bharat on Saturday said that a 200-bed COVID critical care facility would be set up on the Government Arts College campus in the city. Mr. Bharat, accompanied by District Hospitals Services coordinator Dr. Ramesh Kishore, inspected the college. He said an oxygen capsule would be installed to ensure oxygen supply for patients in a critical stage. In Tuni, East Godavari Collector D. Muralidhar Reddy on Saturday inaugurated a COVID ward with oxygen facility at the area hospital. He said, “Three more area hospitals and four Community Health Centres would soon get the oxygen facility to treat COVID patients.” A total of 1,310 new COVID cases have been reported in the 24 hours ending Saturday morning in the district. In Kakinada city, 280 persons have been infected and in Rajamahendravaram 94.",2020-08-09,TH32308007,KAKINADA,200-bed COVID facility soon at Arts College,https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/200-bed-covid-facility-soon-at-arts-college/article32308007.ece
Staff Reporter,"Guntur MP Jayadev Galla has said that decentralised development can be achieved by creating policies that empower the local bodies and not by splitting the capital into three pieces. Mr. Jayadev said that the people of the State had lost Hyderabad which was the growth engine. The new State was primarily agrarian with very few industries. This meant there were limited employment opportunities. The most developed city in the new State, Visakhapatnam, could not compete with the other major cities in the region such as Hyderabad, Bangalore and Chennai. The requirement was to develop a growth engine for the State, which could accelerate development and put the State on a path of progress. Even after being on the back foot, the TDP developed the State by bringing in new industrial investments leading to new employment opportunities, he said. To meet the requirement of high-skilled labour for these companies, many central and private universities were invited to set up their campuses in the State. These investments in industry and education were not concentrated in one centre but distributed across the State to make them accessible to all. The irrigation projects that had been stagnant for years together or were progressing at a snail’s pace were taken up on a war-footing, he said.",2020-08-09,TH32307605,GUNTUR,Splitting capital won’t bring development: MP,https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/splitting-capital-wont-bring-development-mp/article32307605.ece
Staff Reporter,"TDP national president N. Chandrababu Naidu is behaving like a political novice by saying that YSRCP leaders should seek a fresh mandate, Government Adviser (Public Affairs) Sajjala Ramakrishna Reddy has said. “It is a known fact that the YSRCP has been given absolute mandate on the plank of decentralisation of administration. It is, therefore, moving ahead with its decision to set up three capitals — in Amaravati, Visakhapatnam and Kurnool,” he said. “Mr. Naidu is seeking the resignation of qualified legislators for his meaningless ends out of innocence, ignorance, or arrogance. People know how Mr. Naidu had created a hype that Amaravati would be a dream capital and how the farmers were deceived in the name of land pooling. He is now demanding the resignation of democratically elected legislators for a cause dear to him — to foster the interests of his real estate coterie,” Mr. Reddy said. “Chief Minister Y.S. jagan Mohan Reddy was given a decisive mandate on the plank of decentralised development. Where is the question of neglecting Amaravati, which is planned to be made the Legislative capital? If Mr. Naidu is so particular, let all his 23 MLAs resign and face the music,” he said.",2020-08-09,TH32307981,Guntur,"TDP chief is behaving like a political novice, says Sajjala",https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/tdp-chief-is-behaving-like-a-political-novice-says-sajjala/article32307981.ece
Staff Reporter,"A man and his two daughters allegedly committed suicide in two separate incidents in Kadapa district on Saturday. According to information, Babu Reddy (55) of YMR Colony of Proddatur town allegedly committed suicide by hanging at his residence on Friday night. Before resorting to the extreme step, he reportedly made a selfie video, citing the reported difficulties faced by his elder daughter, who was married and the alleged harassment by her husband. After reportedly seeing the video footage, his daughter Swetha (23) along with her younger sister Sai Swetha (19), allegedly committed suicide by jumping before a train on the outskirts of Yerragunta town on Saturday morning. The railway police rushed to the spot and shifted the bodies to area hospital for autopsy. The Proddatur and Kadapa railway police registered two separate cases and took up investigation. Those in distress can Dial 100 for guidance and counselling.",2020-08-09,TH32307970,CHITTOOR,"Man, daughters ‘commit suicide’ in Kadapa",https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/man-daughters-commit-suicide-in-kadapa/article32307970.ece
Special Correspondent,"In the wake of the scarcity of urea fertilizer and the subsequent hoarding of the chemical in the district, officers of the Legal Metrology swung into action and conducted a series of raids in the last 10 days in which seven cases were booked and Rs. 95,000 as penalties was collected. Assistant Controller N. Swamy and Inspector Mohammed Ghouse, said that the cases pertained to selling the product above the Maximum Retail Price. In view of the pandemic, several retailers, mainly of groceries, resorted to selling of kirana items at exorbitant prices, said Mr. Swamy. Oil pulses, among other items, were hoarded at several places in the district - mainly in Kalyandurg, Kuderu, Rayalacheruvu, and Madakasira. From April 1 to July 31, the officers booked 429 cases and collected Rs. 30,54,500 in penalties. Seventy percent of the cases booked in the four months were related to essential commodities.",2020-08-09,TH32307967,ANANTAPUR/KURNOOL,Legal Metrology officers crack whip on errant shops,https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/legal-metrology-officers-crack-whip-on-errant-shops/article32307967.ece
Staff Reporter,"Thirty-four trainee police personnel at the Police Training College at Kalyani Dam in Chittoor district tested positive for COVID-19 on Saturday. A senior official at the PTC confirmed to that at present, 348 trainee police constables are awaiting their passing-out parade after completing both indoor and outdoor training. The batch, comprising only men, had arrived at the PTC in December last year. Due to the pandemic outbreak, the passing-out parade was put on hold. A couple of days ago, some of the trainees began displaying COVID-19 symptoms. “We informed the Collector immediately about the development. A mobile testing unit conducted tests on 100 trainees. While 34 tested positive, results of another 50 personnel are awaited. After updating district authorities about the situation, we will initiate steps to conduct tests on all trainees on the campus,” the official said. It is suspected that the virus might have spread to the trainees through some of the visiting instructors from other PTCs in the State. The trainees housed at the PTC are from nine districts of Andhra Pradesh, including Visakhapatnam, Krishna, Vizianagaram, Srikakulam, Nellore, Anantapur, Kurnool, Kadapa and Chittoor.",2020-08-09,TH32307521,CHITTOOR,34 trainee policemen test positive,https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/34-trainee-police-test-positive-for-covid/article32307521.ece
Staff Reporter,"Thirty-two staff, including two priests, of Sri Veera Venkata Satyanarayana Swamivari Devasthanam at Annavaram in East Godavari district have tested positive for COVID-19. cIn an official release on Saturday, Executive Officer V. Trinadha Rao said the staff who tested positive were primary contacts of those who had contracted the virus on the temple campus. Two priests serving outside the main temple on the hill, security personnel are among those who tested positive.Temple closedtemple will be closed between August 9 and 14 as a part of containment strategy. However, the daily rituals will be performed, but no devotee will be allowed for darsha ,” said Mr. Rao. Devotees have been advised to plan their travel based on the darshan schedule to be announced on August 14.",2020-08-09,TH32307971,ANNAVARAM,32 Annavaram temple staff test positive for virus,https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/32-temple-staff-test-positive-for-virus/article32307971.ece
Special Correspondent,"The show of strength by the followers of former Tadipatri MLA J.C. Prabhakar Reddy and his son Ashmit Reddy while coming out of the Kadapa Central Prison on Thursday prompted the police to conduct a ‘kavathu’ (march) using 25 vehicles. While entering the district limits, Mr. Prabhakar Reddy allegedly threatened a Circle Inspector, and based on his complaint, the TDP leader was arrested and sent to jail on Friday. In view of these developments, restrictions were imposed on the movement of people in Tadipatri town under Sections 144 and 30. The police personnel from various wings such as Armed Reserve from Chittoor, Kurnool and Anantapur districts conducted the march to instil confidence among the general public and to send a message that flouting COVID-19 norms would attract stringent action, Tadipatri Deputy Superintendent of Police A. Srinivasulu said on Saturday. In all, more than 300 police personnel took part in the march with six DSPs, 13 CIs or Reserve Inspectors, 14 SIs, 29 head constables, 79 constables, and 140 reserve constables provided security. The police set up seven checkpoints, pressed into service five mobile parties, and set up 14 pickets. The DSP appealed to the people not to enter Tadipatri town, or go out without any emergency, and completely stop unnecessary travel.",2020-08-09,TH32307979,ANANTAPUR,Police conduct march in Tadipatri town,https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/police-conduct-march-in-tadipatri-town/article32307979.ece
Special Correspondent,"Eleven persons succumbed to COVID-19 in Anantapur district in the last 24 hours — the highest single-day death toll due to the virus so far. With this, the total death toll in the district rose to 162. The district also recorded 976 new COVID-19 cases in the last 24 hours. Meanwhile, 765 persons were discharged from COVID Care Centres and Hospitals in Anantapur district and the nodal officers for each of the hospitals and CCCs have been asked to ensure that those being discharged are given Rs. 2,000 and are told to remain for 14 days in home quarantine. In Kurnool district, 1,353 persons tested positive for COVID-19 in the last 24 hours. Ten persons succumbed, taking the death toll to 238. Collector G. Veerapandian instituted an inquiry into reports that a person died of breathlessness after he was unable to find a bed in any hospital. It was alleged that crucial time was lost in going from one hospital to another. In Tadipatri, 32 police personnel had contracted COVID-19, DSP A. Srinivasulu said. All of them made a quick recovery and are back on duty, he said.",2020-08-09,TH32307966,ANANTAPUR / KURNOOL,Anantapur logs its highest single-day death toll,https://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/anantapur-logs-its-highest-single-day-death-toll/article32307966.ece
S. Anil Radhakrishnan,"A full-scale safety audit of Calicut International Airport should be carried out by the Civil Aviation Ministry to ensure safety of flyers and hassle-free flight operations, former Director General of Civil Aviation (DGCA) E.K. Bharat Bhusan has said. “Such a safety audit will be able to clear the apprehensions that prevail among the flyers, operating airlines, and other aviation stakeholders on various safety aspects in the wake of the overshooting of the tabletop runway by the Air India Express B-737 aircraft last night,” Mr. Bhusan, a 1979 batch Kerala cadre IAS officer, who superannuated as Chief Secretary, told . Mr. Bhusan said the safety audit would also clear the concerns about the exact nature and whether relaxations had been given for the 240-m ‘runway end safety area’ (RESA) and the 60-m strip on both ends of the runway. While serving as the DGCA, Mr. Bhusan was also responsible for developing a detailed domestic safety protocol for aviation, adopted in line with international norm, and aimed at optimal maintenance of aircraft and airports. Mr. Bhushan said the runway had several restrictions on account of various factors and hence the maintenance and recarpeting by the airport authorities should be looked into closely. The reported permission granted by the DGCA to the airlines, including two foreign carriers, to operate wide-bodied aircraft to Calicut should be looked into as it was a risky affair, he said. The need for the safety audit assumed significance against the backdrop of the DGCA’s show-cause notice to the Airport Director on July 11 last year after it found ‘various critical safety lapses’ in different places, including cracks on the 2,860-m runway, water stagnation, and excessive rubber deposits. Currently, a member of the Central Administrative Tribunal, Ernakulam, Mr. Bhusan said the solution was to go for land acquisition to increase the runway length. “The State should take the lead with local and political support as it is a thickly populated area,” Mr. Bhusan, who started his career as Subcollector, Malappuram, said.",2020-08-09,TH32307880,THIRUVANANTHAPURAM,Safety audit of airport needed: former DGCA,https://www.thehindu.com/todays-paper/tp-national/tp-kerala/safety-audit-of-airport-needed-former-dgca/article32307880.ece
Special Correspondent,"Northern districts of the State have been put on alert for torrential rain on Sunday also. Idukki, Wayanad, and Malappuram can expect extremely heavy rainfall. The India Meteorological Department (IMD) has put the three districts on red alert. Kozhikode, Kannur, and Kasaragod too can expect heavy to very heavy rainfall. Orange alert has been issued in the districts. The Kerala State Disaster Management Authority has recommended the evacuation of people in landslip and flood-prone regions in the districts put on red alert as a precautionary measure. The KSDMA has advised the public to avoid travel in the hilly regions between 7 p.m. and 7 a.m. Meanwhile, heavy rainfall (7 to 11 cm in 24 hours) is likely to continue in parts of the State on Monday. Fishermen have been advised not to venture out to sea as strong winds with speeds touching 50-60 kmph are likely along the Kerala, Karnataka coasts, and Lakshadweep region. A fresh low pressure area is likely to develop over north and adjoining west-central Bay of Bengal on Sunday. During the 24 hours ending at 8.30 a.m. Saturday, Vadakara received 33 cm rainfall, while Peermadeand Vythiri received 19 cm each.",2020-08-09,TH32307876,THIRUVANANTHAPURAM,Northern districts put on high alert,https://www.thehindu.com/todays-paper/tp-national/tp-kerala/northern-districts-put-on-high-alert/article32307876.ece
Staff Reporter,"At a time when the city is facing the twin threats of monsoon-time vector diseases and COVID-19, the city Corporation is all set to step up its waste management-at-source activities by popularising kitchen bins. Mayor K. Sreekumar said that kitchen bins that cost Rs. 1,800 each would be provided free of cost to households to promote waste treatment at source. Mr. Sreekumar said here on Friday that the dumping of unsegregated biodegradable and non-biodegradable waste in public spaces can lead to the spread of vector diseases. During this pandemic period, the kitchen bin is a more practical method to dispose of waste as it reduces interactions with waste collectors, keeping these workers safe too. For technical support in setting up and maintaining kitchen bins, Haritha Karma Senas have been appointed in all wards. A green technician for every 300 houses has also been appointed. The service providers will collect the non biodegradable waste as per the Corporation’s collection calendar from households which have installed kitchen bins. Those who need kitchen bins can apply through residents' association representatives, health inspector office, through the Smart Trivandrum mobile application. Contact - 9447308048 , 7012211314 , 8891966649.",2020-08-09,TH32307895,Thiruvananthapuram,Kitchen bins to be distributed free of cost,https://www.thehindu.com/todays-paper/tp-national/tp-kerala/kitchen-bins-to-be-distributed-free-of-cost/article32307895.ece
S.R. Praveen,"Even though Bharat Sanchar Nigam Limited (BSNL) has often got the least preference from the Central government in spectrum allocations and technology upgrades, the public sector telecom company has time and again proved its social commitment. When the landslip-hit Pettimudy in Idukki district was cut off from communication on Friday, hampering rescue efforts, BSNL workers were quick to restore it, despite the challenging conditions. The nearest point of optic fibre connectivity from Pettimudy is around 30 kilometres away in Rajamala. Even at this point, only BSNL has connectivity, as private players often stay away from the regions in the interiors. But since extending the optic fibre network to the remote Pettimudy was impractical, the BSNL has been using the satellite connectivity method to provide a mobile network for those living in the (housing lines of tea garden workers). Early on Friday, as soon as they got information about the communication breakdown that was hampering rescue efforts, a team led by Junior Telecom Officer, Pettimudy, set out to Pettimudy. With a key bridge from the Munnar side being washed away, they had to take a dangerous forest path, part of which was negotiated in a vehicle provided by the Forest Department, and partly on foot. “We had feared that the tower itself might have been washed off. It turned out that the satellite antenna was completely damaged and there was no power supply. The repairs were done and service was restored using generator power supply, as power lines were yet to be restored. But even with the original bandwidth, it was tough to handle the call traffic. So, I contacted the higher ups in Thiruvananthapuram, Bengaluru and later Delhi, from where we got approval to increase the bandwidth by four times, with which 2,000 calls can be handled every hour,” says Francis C. Jacob, Principal General Manager, BSNL. At the normal bandwidth, it costs the BSNL anywhere between Rs. 11 lakh to Rs. 15 lakh annually in rent to maintain the satellite connectivity. The revenue from this area is much lesser than that, yet the company still provides connectivity to the remotest of locations as part of its social obligation. “The BSNL Employees Union had appealed to all its members to be on the field during this hour of crisis, despite the hardships we face. It is in such times that the public realise the importance of the survival of PSUs like BSNL,” says BSNL EU Kerala Circle Secretary C. Santosh Kumar.",2020-08-09,TH32307901,THIRUVANANTHAPURAM,Walking the extra mile to keep connected,https://www.thehindu.com/todays-paper/tp-national/tp-kerala/walking-the-extra-mile-to-keep-connected/article32307901.ece
Staff Reporter,"The district witnessed a massive spike in COVID-19 cases on Saturday with 485 testing positive for SARS-CoV-2, the highest single-day count to be reported in Thiruvananthapuram. A small respite, however, was that the district also registered its highest number recoveries from COVID-19 on a single day with as many as 777 people testing negative. There were currently 3,022 people being treated for the disease in the district. Among the new COVID-19 cases, as many as 468 have been attributed to local transmission. The source of infection in 33 of them are unknown. Seven health workers have also been infected. The coastal belt continued to witness a resurgence of COVID-19 cases after a lull as was the trend in the last few days. A bulk of the cases that were reported on Saturday were from the critical containment zones. The coastal hamlet of Anjuthengu appeared to be the worst hit with 125 people including the panchayat president and two other members testing positive from among 476 people who were subjected to antigen tests on the day. The total number of people diagnosed with COVID-19 in the region since Thursday is 302 while as many as 1,270 people were tested during the period. With the Anjuthengu grama panchayat president testing positive, Attingal municipal chairman M. Pradeep, the chairman of the health standing committee, municipal secretary, and a few others officials who had taken part in a cremation along with the former on Friday went into self-quarantine for seven days. The Anjuthengu grama panchayat president had also visited the municipal office in connection with conducting the final rites of an Anjuthengu native in the municipality crematorium. During his briefing, Chief Minister Pinarayi Vijayan said rising incidence of cases necessitated the extension of stringent containment efforts. He added that the trend could not be interpreted as a failure of the triple lockdown imposed in the State capital. However, pointing out that there has been a let-up in containment measures, he said it could take more time to salvage the situation from worsening any further. Mr. Vijayan also minced no words when he criticised the attack of a COVID first-line treatment centre (FLTC) at Pulluvila on Saturday. Referring to the demands made to close down the facility, the Chief Minister said that it was not up to the public to decide where FLTCs should be established. “Such treatment centres have been found to be necessary all over. They should not be seen as centres that could lead to a proliferation of COVID-19, but those meant to counter such a possibility. The public must refrain from falling prey to falsehoods propagated by a minority. Attacks as these are the most heinous crime meted out to the society,” he said. As many as 468 are contact cases and source of infection in 33 of them are unknown",2020-08-09,TH32307899,THIRUVANANTHAPURAM,Capital sees highest spike with 485 new cases,https://www.thehindu.com/todays-paper/tp-national/tp-kerala/capital-sees-highest-spike-with-485-new-cases/article32307899.ece
STAFF REPORTER,"As many as 38 persons, including two heath workers and a police official, tested positive for SARS-CoV-2 virus in Pathanamthitta on Saturday. Officials said 21 persons contracted the virus through local contact while 10 persons came from abroad. The remaining seven persons came from other States. Of the local contact cases, the source of contact for at least eight persons were yet to be ascertained. A 30-year-old police man contracted the virus from the AR camp cluster while six cases were linked to the Adoor cluster.",2020-08-09,TH32307897,PATHANAMTHITTA,38 cases in Pathanamthitta,https://www.thehindu.com/todays-paper/tp-national/tp-kerala/38-cases-in-pathanamthitta/article32307897.ece
STAFF REPORTER,"After witnessing vigorous monsoon conditions over the past two days, the weather over Pathanamthitta cleared up a little on Saturday though the threat posed by swollen rivers loomed large across the region. While the floodwater that had submerged Pampa-Triveni, the base camp of the Sabarimala temple, receded gradually during the day, the water level in the Pampa dam continued to rise because of the incessant overnight rain in the forests. The district administration sounded a blue alert for the people living on the banks of the Pampa after water level in the reservoir here reached 982 metres early Saturday. The maximum water level in the Pampa dam has been fixed at 986.33 metres. At the same time, water level in the Kakki-Anathodu reservoir in Sabarigiri stood just over half of its capacity. Earlier in the day, traffic along the Moozhiyar-Kakki road faced disruptions following a landslip. Roads at several locations, including Thiruvalla, Kumbanad, and Ranni, remained under water throughout the day District Police Chief K.G. Simon has asked the public to exercise caution in view of the rivers being in full spate and because of the opening of the shutters of Maniyar dam. A police control room has been opened at the district headquarters for coordinating the rescue and relief activities. The district administration has declared several taluks, including Ranni, Kozhencherry, Aranmula, and Malappally, as flood-affected. As many as 73 relief camps were opened in the district, which together accommodated about 2,101 persons from 609 families. The loss of crops in the district is estimated at Rs. 42.57 lakh. Meanwhile, the receding floodwater brought life in the upper Kuttanad region, which extends to Alappuzha district, to a complete standstill with people being evacuated.",2020-08-09,TH32307936,PATHANAMTHITTA,Water level climbs in Pampa dam,https://www.thehindu.com/todays-paper/tp-national/tp-kerala/water-level-climbs-in-pampa-dam/article32307936.ece
Staff Reporter,"Following is the list of passengers who were killed in Friday night’s Air India Express B-737 flight crash at Karipur. Among the victims were four children: Sheza Fatima, 2, from Kallingal near Tirur; Azam Mohammed, 1, from Silver Hills, Kozhikode; Aysha Dua, 2, from Palakkad; and Shivatmika, 5, from Kozhikode. The other passengers who died were Shaheer Sayeed, 38, from South Kuttur near Tirur; Lailabi K.V., 51, from Kolalomba near Edappal; Santha Marakkat, 59, from Niramarathur near Tirur; Sudheer Variyath, 45, from Kolamangalam near Valanchery; Remya Muralidharan, 32, from Kakkattil in Kozhikode district; Janaky Kunnoth, 55, from Naduvannur near Kozhikode; Sharafuddin, 35, from Pilassery near Kunnamangalam in Kozhikode; Shenobiya, 40, from Kozhikode; Shahira Banu, 29, from Kozhikode; Rajeevan C.P., 61, from Balussery in Kozhikode district; and Mohammed Riyas V.P., 24, from Chalavara near Cherpulassery in Palakkad; and Manal Ahamed, 25, from Nadapuram in Kozhikode district. Manal was six months pregnant. Flight pilot Deepak Vasanth Sathe and co-pilot Akhilesh Kumar too died in the accident.",2020-08-09,TH32307854,MALAPPURAM,Four children among 18 dead,https://www.thehindu.com/todays-paper/tp-national/tp-kerala/four-children-among-18-dead/article32307854.ece
Biju Govind,"A show cause notice issued by the Director General of Civil Aviation (DGCA) to the Airport Director in July last has been a subject of debate following the Air India Express crash at Calicut International Airport. In the show cause notice, DGCA Deputy Director General D.C. Sharma had asked Airport Director K. Srinivasa Rao to explain within 15 days why facilities were not maintained in accordance with the regulatory requirements in Civil Aviation Regulations (CAR). The lack of facilities was found during a routine inspection of the airport on July 4 and 5. However, the Airport Director had then said that the show cause notice was blown out of proportion, The minor faults detected during the periodic inspection carried out in the first week of July had been rectified with immediate effect. Mr. Rao told that the DGCA wanted the airport authorities to be extra cautious in the wake of recent incidents at Surat, Mangalore and Mumbai. Also, Mr. Rao said that runway friction had been carried out and rubber deposit had been removed. He said the stagnation of water on the runway shoulder was only for a short period during heavy rain.",2020-08-09,TH32307846,Kozhikode,Notice to Airport Director kicks up a row,https://www.thehindu.com/todays-paper/tp-national/tp-kerala/notice-to-airport-director-kicks-up-a-row/article32307846.ece
Staff Reporter,"The number of fresh COVID-19 cases in Kozhikode district went above the 100-mark for the third consecutive day on Saturday when 173 people were declared tested positive for SARS-CoV-2. As many as 110 persons recovered from the infection and the number of active cases reached 1,065. Among them, 143 people got the infection through local transmission. Fifteen others, including eight migrant labourers in Beypore, had come from other States and six from abroad. The source of infection of the rest is not known. Meanwhile, 33 more healthcare workers attached to the Government Medical College Hospital were asked to go in quarantine after they came into contact with infected persons. As many as 10 COVID-19 cases were reported in Wayanad district on Saturday. Of the patients, eight were infected through local transmission, said District Medical Officer R. Renuka. District Collector Adeela Abdulla on Saturday declared all divisions of the Kalpetta municipality, Division 21 of Mananthavady municipality and Ward 18 of Mullankolly grama panchayat as containment zones. Sixty-four cases of COVID-19 were reported in Thrissur district on Saturday. With this, the number of active cases in the district has reached 571. On Saturday, 54 people were found to have been infected through local contact. Seventy-two people recovered from the disease on Saturday. In Kannur, 57 people tested positive for SARS-CoV-2 on Saturday. Twenty-six people were infected through local contact, seven are health workers, three DSC officials and 21 people returned from other States. In Kasaragod, 73 more people have tested positive for the virus. Seventy of them contracted the virus through contact. Thirty-three people have tested negative.",2020-08-09,TH32307848,Kozhikode,Cases cross 100-mark for third day in Kozhikode,https://www.thehindu.com/todays-paper/tp-national/tp-kerala/cases-cross-100-mark-for-third-day-in-kozhikode/article32307848.ece
Staff Reporter,"A full-scale drill conducted seven years ago at the Calicut International Airport for assessing its preparedness in meeting emergency situations proved beneficial for a number of emergency medical care technicians, doctors and other first respondents to address the challenge effectively on Friday night. The drill which was organised in 2012 by the Active Network Group of Emergency Life Savers (ANGELS) in association with the Airports Authority of India, Indian Medical Association, the police and fire force departments had managed to identify a number of safety requirements and challenges. Suggestions to address such findings had been submitted to the authorities after the event. ANGELS was then emerging as a trained group of ambulance drivers with competence in handling emergency situations. “It was a big experience as I was then involved in the field-level coordination of the drill in my capacity as ANGELS executive director. The situation was simulated by burning about 5,000 litres of aviation fuel,” said P.P. Venugopal, chief of emergency medicine at Aster MIMS Hospital, which cared for over 40 of the injured passengers on Friday. It was quite distressing that Friday’s crash took place exactly at the same location where the drill was carried out in 2012, he told . The drill had witnessed the participation of a large number of health workers. It was then claimed to be the biggest ever drill conducted at the airport by complying with the guidelines of the Disaster Management Authority. There were also similar drills in later years for auditing safety situations with the participation of airport staff and the Central Industrial Security Force personnel. Dr. Venugopal said the biggest challenge for his medical team on Friday was to manage the critical care needs amid the COVID-19 scare. “There were 150 persons, including doctors, emergency medical technicians and nursing staff wearing PPE kits to handle the situation. Surgeons from all departments had been asked to report at the spot and care for the injured,” he said.",2020-08-09,TH32307850,KOZHIKODE,2012 drill at airport proved helpful,https://www.thehindu.com/todays-paper/tp-national/tp-kerala/2012-drill-at-airport-proved-helpful/article32307850.ece
